NAM 1 Hum BME280,NAM 1 Hum SHT30,NAM 2 Hum BME280,NAM 2 Hum SHT30,NAM 1 Temp BME280,NAM 1 Temp SHT30,NAM 2 Temp BME280,NAM 2 Temp SHT30,Luftdaten 1 PM10,Luftdaten 2 PM10,NAM 1 PM10,NAM 2 PM10,Luftdaten 1 PM2.5,Luftdaten 2 PM2.5,NAM 1 PM2.5,NAM 2 PM2.5,Reference 1 PM10,Reference 2 PM10,Reference 3 PM10,Reference 1 PM2.5,Reference 2 PM2.5,Reference 3 PM2.5
40.99,44.89,39.01,42.92,30.59,30.67,32.28,32.17,13.7,12.62,14.07,14.49,12.49,9.33,12.68,11.83,33.2,16.5,13.4,20.8,9.9,8.7
40.8,44.81,42.67,46.96,30.25,30.22,30.11,29.89,12.37,11.83,12.9,14.26,11.19,8.37,11.23,10.91,32.2,18.9,13.9,20.3,11.8,8.3
34.14,38.08,38.76,42.54,32.71,32.77,30.93,30.93,9.24,10.21,9.23,10.05,8.26,6.62,8.33,8.26,30.9,20.7,14.2,18.7,12.2,8
35.6,38.95,40.66,44.85,31.2,31.4,29.49,29.33,9.13,9.72,9.14,10.44,8.22,6.25,8.18,8,24.6,29.7,14.7,16.3,18.5,7.6
42.34,46.72,46.62,51.13,28.58,28.29,27.62,27.31,10.21,10.84,10.61,11.83,9.13,6.8,9.13,8.8,29.5,32.4,17.8,17.4,24.5,10.2
50.74,56.79,53.09,58.1,26.46,25.86,25.6,25.18,12.3,13.58,12.35,14.94,10.86,7.69,10.33,9.9,29.2,27.2,15.5,18.2,17.5,8
59.47,60.49,61.87,62.22,24.39,26.37,23.45,26.64,15.75,16.27,14.63,18.21,13.67,9.25,11.61,11.5,28.3,28.1,22.1,18.3,17.2,10.4
60.56,59.4,66.87,61.88,24.09,25.67,22.06,25.34,15.77,16.61,14.89,19.81,13.62,9.9,12.01,12.13,26.7,27.6,29.5,19.2,18.8,16.1
57.91,59.23,67.03,61.05,23.65,24.25,21.62,24.39,14.77,16.64,14.82,18.28,12.81,9.52,11.75,11.74,32.3,25.1,29.6,22.9,17.8,16.7
57.85,60.33,63.43,60.05,23.01,23.41,22.15,23.61,14.37,15.32,14.34,17.45,12.35,8.76,11.32,11.39,32.5,22.1,23.5,21.8,15.9,13.8
60.5,60.71,62.47,60.87,22.1,23.29,21.88,23.46,14.19,14.88,13.27,16.76,12.38,8.54,11.06,10.67,30.7,20.7,19,18.7,14.1,12.2
63.85,60.76,65.54,62.15,21.12,23.13,20.92,23.6,14.84,14.25,13.79,16.24,13.24,8.59,11.39,10.76,24.6,19.1,18.8,17,12.8,12.5
65.19,60.12,69.38,62.32,20.67,23.51,19.76,23.33,14.34,14.37,12.42,15.1,12.61,8.47,10.41,10.12,22.1,19.2,17.7,16.5,12.8,12.8
66.41,61.04,71.34,62.37,20.08,22.82,18.99,22.88,13.95,14.43,12.41,15.11,12.33,8.05,10.11,9.63,20,17.9,17.4,15.5,12.8,12.5
66.89,60.68,72.68,63.26,19.65,22.59,18.2,21.92,13.47,14.29,11.32,14.91,11.94,8.09,9.45,9.32,19,19.1,20.3,15.1,12.3,12.5
68,61.88,73.55,62.89,19.21,22.31,17.83,21.76,13.69,13.75,11.24,14.02,11.95,7.94,9.21,9.06,18,19.3,20.3,14.4,13.3,12.5
68.36,60.52,74.28,62.23,19.35,22.38,17.99,22.25,13.67,13.86,10.73,14.63,11.89,7.74,8.99,9.15,18.6,17.7,18,15,13.3,12.2
64.57,59.64,70.19,58.3,20.69,22.82,19.97,22.5,12.04,13.06,11.04,14.65,10.28,7.16,8.78,8.94,21.6,18.2,15.8,15.3,13.3,11.5
59.16,59.63,62.27,58.76,22.53,23.17,22.4,23.67,10.43,10.61,10.55,12.1,8.71,5.85,7.87,7.52,22.4,18.9,16,15.4,12.4,10.3
52.1,55.92,54.47,56.16,25.13,24.85,25.08,25.13,8.52,8.4,8.66,10.31,7.43,5.07,6.88,6.67,25.6,16.2,18.9,15.1,8.6,8.6
47.93,52.1,47.98,49.69,26.95,26.68,27.84,28.28,8.91,8.43,8.83,10.25,7.48,5.14,7.31,6.73,23.3,13.5,14.9,14.2,6.4,7.5
44.89,49.08,42.44,45.7,27.42,27.18,29.48,29.54,8.16,7.99,8,8.62,7.23,5,6.88,6.38,24.2,12.1,12.5,16.3,5.4,7.3
42.98,47.19,39.02,42.87,28.09,27.86,30.69,30.65,7.94,8.03,8.1,8.72,7.13,4.99,7.04,6.35,22.1,12.2,13,14.1,5.6,6.6
41.03,45.39,36.53,40.6,28.8,28.5,31.65,31.65,8.02,8.46,8.23,8.43,7.15,5.22,7.13,6.41,21,13.4,11.6,13.7,5.9,5.7
39.12,43.44,36.39,40.46,29.42,29.11,31.29,31.11,8.19,7.91,8.43,8.77,7.37,5.3,7.32,6.73,23,12.8,10.5,13.7,5.8,5.5
37.01,41.5,36.07,39.95,30.27,29.84,31.35,31.31,8.35,8.57,8.55,8.96,7.5,5.65,7.57,7.01,20,12.8,10.8,13.9,6.2,5.5
34.47,38.96,36.09,39.62,31.42,30.93,30.9,31.03,8.26,8.91,8.53,9.15,7.47,5.65,7.59,7.21,20.2,12.9,10.1,14.3,6.2,5.5
36.67,40.81,39.19,43.13,30.21,29.86,29.38,29.26,8.47,9.48,8.85,9.97,7.64,5.69,7.69,7.33,20.3,12.9,10.3,14.6,6.3,5.6
39.66,44.23,42.03,46.23,29.11,28.68,28.43,28.22,8.85,10.84,9.1,10.31,8.01,6.2,7.99,7.67,20.9,13.6,10.2,14.7,6.8,5.7
44.7,49.25,46.03,50.46,26.9,26.43,26.66,26.35,9.49,10.62,10.01,12.16,8.34,6.21,8.24,7.97,20,14.4,11.3,14.8,7.3,6.4
46.93,51.15,47.2,51.51,24.32,23.92,24.39,24.05,9.12,10.84,9.47,11.57,7.74,5.75,7.38,7.14,20.6,18.5,13.7,15.6,8.2,7.5
49.69,54.4,50.68,55.37,22.88,22.47,22.79,22.42,10.6,12.53,10.84,13.82,8.95,6.4,8.54,8.27,20,19.2,15.8,15,10,8.1
55.06,59.76,56.32,62.18,21.42,21.68,21.13,21.65,11.95,12.97,11.8,40.83,10.36,7.04,9.18,9.57,20.2,20,16.4,16,11.5,9.3
56.86,59.67,58.85,57.2,20.7,21.28,20.36,21.42,11.66,12.2,11.14,13.38,10.04,6.96,9.04,7.93,20.6,19,16.7,16.9,11.1,9.6
59.86,59.39,62.85,59.77,19.97,21.59,19.12,22.12,12.74,13.18,12.07,19.84,11.06,7.25,9.42,8.94,22.4,19.8,16.7,16.1,11.9,10.4
62.7,61.1,66.04,65.31,19.14,21.42,17.88,19.75,12.91,13.16,11.8,6.62,11.3,7.23,9.35,3.01,22.8,20.4,16.9,16.1,12.8,10.6
64.11,60.86,67.95,56.99,18.67,20.95,17.41,21.04,12.28,12.93,11.2,195.5,10.89,7.17,9.07,107.19,22.1,21.6,17,15.6,13.5,11
65.58,60.39,69.98,66.57,18.04,21.02,16.33,17.46,13.38,12.84,11.59,9.81,11.37,7.29,8.98,5.25,23.6,18.2,17.5,16.1,13,11.8
67.09,62.36,70.99,61.24,17.44,20.28,16.18,21.74,13.29,13.87,11.16,84.24,11.73,7.31,9.08,45.08,22.3,16.5,16.2,16.2,11.8,11
68.88,61.15,72.26,63.17,16.87,20.03,15.66,18.77,13.76,13.71,12.31,12.6,11.97,7.47,9.25,7.16,22.2,16.6,17,16.5,12.1,11.7
67.72,60.36,72.38,61.11,17.29,20.34,15.96,19.61,13.18,13.73,12.04,13.78,11.43,7.55,9.3,8.42,23.9,17.6,18.3,17.4,11.8,12.5
63.16,59.47,67.93,57.72,19.36,20.78,18.46,21.09,11.63,12.8,10.88,13.23,10.07,6.89,8.68,8.23,24.6,17.5,18.7,17.6,11.8,12.4
54.82,57.24,59.08,57.04,22.35,22.12,21.68,21.75,12.3,12.75,12.49,14.45,10.56,7.24,9.66,9.08,26.4,17.9,19.7,18.4,11.1,12.4
47.73,52.05,51.02,52.59,25.21,24.79,24.58,24.67,13.2,13.5,13.76,16.06,11.42,8.11,11.05,10.33,25.4,16.5,17.2,17.1,9.4,9.8
43.44,47.62,43.22,46.08,27.05,26.75,27.97,28.41,9.91,10.52,10.28,12,8.7,6.36,8.52,8.31,25.6,13,16,17.8,6.8,9.6
41.32,45.44,38.35,42.31,28.24,28.03,30.21,30.22,9.22,9.49,9.62,10.29,8.29,5.94,8.08,7.57,25.2,11.4,13.1,16.8,5.6,8
38.34,42.48,34.53,38.53,28.94,28.68,31.51,31.4,8.38,8.11,8.97,9.77,7.56,5.52,7.67,7.06,20.7,11.7,11.1,14,5.8,6.5
35.99,40.14,31.72,35.73,29.78,29.46,32.64,32.63,8.52,8.4,8.56,9.03,7.61,5.58,7.58,6.95,20.3,11.4,10.3,12.9,5.9,5.6
36.33,40.78,32.62,36.8,30.57,30.14,33.05,32.91,9.56,9.51,10.15,10.17,8.71,6.54,9.05,8.29,19.9,11.6,10.6,12.8,5.6,6.1
33.93,38.59,32.04,36.29,32.09,31.51,33.53,33.34,9.93,9.94,10.44,11.12,8.97,6.82,9.3,8.63,22.5,12.2,10,14.7,6.1,6.1
31.99,36.81,33.26,37.01,33.25,32.58,32.7,32.77,10.14,10.82,10.63,11.82,9.26,7.29,9.63,9.18,19.6,14.4,10.2,14.7,8,6.1
34.12,38.46,37.04,40.81,31.66,31.2,30.48,30.29,11.14,11.99,11.61,12.87,10.1,7.8,10.34,9.8,20.2,15.2,10.9,15.4,8.7,6.6
38.96,43.53,40.88,45.08,29.6,29.15,28.99,28.71,12.06,13.6,12.28,15.19,10.89,8.44,10.94,10.79,23.4,16.6,11.5,16.4,9.4,7.2
46.31,51.87,44.89,49.31,27.16,26.63,27.41,27.04,14.21,14.93,14.3,17.75,12.74,9.63,12.31,12.47,25.5,18.8,13.3,18.2,10.7,8.2
53,58.71,49.08,53.79,25.04,24.5,25.82,25.39,16.2,16.77,15.91,20.05,14.61,10.76,13.86,13.89,27.1,25.8,17,20.4,16.6,10.1
53.49,59.02,51.71,56.51,24.51,24.01,24.69,24.26,17.75,17.87,17.39,21.5,15.82,11.14,14.9,14.78,29.2,22.6,18.1,23.5,15.3,11.4
54.16,59.62,54.25,59.34,24.05,23.61,23.81,23.4,18.58,18.28,18.46,22.36,16.71,12,16,15.99,33.1,24,19.1,26,15.1,13
55.63,61.26,56.14,61.92,23.74,23.49,23.47,23.14,20.01,19.2,19.39,23.73,17.92,12.74,16.87,16.86,32.2,26,21.1,22.4,16.9,14.3
58.42,59.44,58.7,58.91,23.07,24.49,22.93,24.55,21.93,20.54,20.54,105.5,19.7,13.64,17.74,56.34,33.8,24.4,22.6,22.5,17.7,15.5
61.37,60.99,61.75,60.85,22.27,23.91,22.07,24.09,24.34,21.81,21.86,27.24,21.89,14.69,19.26,18.8,32.9,24.6,22.8,23.5,18.9,16
63.65,60.52,64.48,61.45,21.81,24.41,21.49,24.09,27,23.73,22.73,29.39,24.24,16.22,20.09,20.42,35.8,28.1,26.2,26.7,21.2,18.9
66.7,60.91,67.84,62.99,21.24,24.6,20.76,24.14,29.67,24.9,23.73,29.25,26.66,16.88,20.96,20.8,34.1,27.3,25.5,26.4,21.2,19.5
68.86,61.84,71.07,61.94,20.78,24.27,20.12,24.36,32.35,27.08,25.62,30.57,29.08,18.39,22.24,21.91,37.9,29.5,27,27.1,23.1,20.7
70.18,60.44,71.05,63.41,20.41,24.3,20.13,23.74,31.74,26.86,24.44,29.48,28.48,16.93,21.09,20.24,39.4,31.4,28.8,28.6,24.3,21.9
67.87,61.31,68.28,61.84,21.12,24,21.11,24.27,27.82,24.89,24.42,29.91,24.7,15.7,20.49,19.47,47.3,33.2,33.5,29.1,25.5,22.8
69.63,61.45,71.88,61.52,21.52,24.77,21.08,24.97,29.18,25.67,24.73,31.59,25.93,16.17,21.02,21.8,49.2,39.5,37.2,31.5,27.2,22.8
67.9,60.68,69.72,61.34,22.32,25.34,21.94,25.22,23.83,23.39,20.69,28.81,21.35,14.94,17.8,20.02,41.1,33,27.3,29.8,22.8,20.3
62.3,60.57,63.01,58.77,23.75,25.29,23.98,25.82,17.04,18.05,15.5,20.95,15.1,11.92,13.16,14.91,44.8,27.3,22.2,27,19.5,16.6
58.76,60.86,56.81,59.08,24.61,25.04,25.42,25.42,11.53,10.87,10.66,12.63,10.4,7.09,9.45,9.5,47.1,25.8,16.2,21.9,14.3,10.8
55.35,58.82,55.91,59.21,25.31,25.41,25.28,25.17,8.1,10.33,7.73,11.23,7.14,6.1,6.67,8.06,42.2,17.7,14.4,17.6,9.9,7.4
55.69,59.46,57.76,59.73,25.3,25.34,24.76,25.74,7.65,10.53,7.11,13.14,6.78,6.3,6.03,9.1,35.7,16.8,17.7,16.2,7.1,6.3
56.86,60.35,58.32,59.33,24.69,24.79,24.34,25.3,8.52,10.68,8.47,12,7.43,6.38,6.56,7.6,36.3,14.8,11.4,16,6.5,6.1
54.74,58.37,57.02,59,24.62,24.69,23.96,24.09,7.34,8.56,8.13,9.6,6.37,4.5,5.68,5.57,28.9,17.3,12.5,15.5,7.3,7.2
56.39,60.21,58.26,59.54,23.76,23.76,23.38,24.42,6.91,7.58,6.82,8.76,5.41,3.7,4.81,4.4,35,15.4,13.7,16.1,6.9,6.8
56.83,60.62,58.21,60.75,23.1,23.09,22.96,23.31,6.78,8.28,6.54,8.6,5.23,3.57,4.47,4.21,34.1,,16.9,15,,6.4
55.15,57.45,55.69,56.86,22.07,22.44,22.05,22.28,5.86,6.06,5.74,7.74,3.89,2.58,3.18,2.91,40.2,13.4,17.8,16.5,5.7,7.3
51.26,55.36,51.51,55.54,21.77,21.59,21.73,21.44,,5.58,5.33,6.37,,1.95,2.47,2.2,35.8,14.9,13,14.5,5.8,6.2
57.83,59.77,57.78,60.95,20.81,21.35,20.89,21.62,,6.36,7.02,7.78,,2.28,2.94,2.61,37.2,14.4,11.6,14.2,5.7,5.1
65.02,60.53,65.38,61.78,19.41,21.86,19.42,21.7,,6.92,6.24,7.37,,2.26,2.68,2.3,30.8,14.7,18.1,13.3,5.1,5.7
64.26,61.16,64.54,61.41,18.6,20.6,18.61,20.38,,6.46,6.09,7.69,,2.27,2.77,2.49,30,11.2,9.9,13.8,5.7,5
74.66,63.49,74.9,65.25,16.48,20.43,16.42,20.98,,6.9,5.4,5.83,,2.89,2.95,2.47,20.2,8.9,8.1,11.1,5,4.2
80.16,63.21,81.87,65.06,16.14,21.38,15.79,21.43,,8.03,5.81,7.42,,4.02,3.66,3.46,12.6,10.1,5,10.8,7,4.1
80.73,62.52,82.74,63.95,16.13,21.29,15.79,21.61,,6.46,3.7,4.51,,3.1,2.41,2.27,14,6.8,4.7,12.9,4.6,4.3
81.46,63.09,83.35,64.1,15.88,21.05,15.6,21.38,,5.68,3.21,4.13,,3.21,2.24,2.29,11.7,6.1,4.7,10.8,4,4.4
82.46,61.81,84.79,65.72,15.57,21.28,15.19,20.71,,3.64,2.62,3.07,,1.72,1.43,1.23,10,5.3,3,9.3,3.2,2.8
82.69,61.7,85.59,65.13,15.44,21.16,15.01,20.83,,3.8,2.02,2.35,,1.56,1.16,0.96,9.8,3.4,2.2,9.5,1.4,2.2
79.93,61.18,84.56,62.89,15.5,20.55,14.78,21.03,,6.41,4.35,4.81,,3.21,2.83,2.32,9.4,3.1,1.8,9,1,1.7
79.37,62.84,84.1,61.54,15.67,20.3,14.96,21.54,,8.51,4.95,5.5,,4.64,3.5,3.28,10.7,4.8,3.2,9.8,2.2,3.1
79.08,61.4,84,60.54,15.77,20.79,15.04,21.32,,8.13,4.92,6.66,,4.48,3.66,3.46,14,5.4,3.5,12.6,2.5,3.2
77.6,62.35,83.81,64.14,16.44,21.02,15.24,20.77,,13.43,8.79,10.69,,6.54,6.16,6,20,5.2,8.3,17.5,2.2,7.6
76.84,61.15,83.79,61.32,16.62,21.18,15.46,21.71,10.95,10.24,7.16,8.92,9.76,5.69,5.12,4.8,19.1,8.7,10.4,16.5,4.6,8.9
72.72,61.05,81.95,60.41,18.01,21.17,16.15,21.21,14.99,14.46,11.64,14.72,13.2,8.51,8.69,9.09,23.6,16.9,11.4,18.1,10.5,9.1
65.69,59.78,76.28,62.16,19.59,21.28,17.22,20.92,15.28,15.43,12.57,16.16,13.64,9.32,10.46,10.8,37.2,17.6,18.6,26.7,11.6,14.6
58.06,58.71,66.79,58.02,20.53,20.63,18.62,20.45,11.72,12.09,9.65,13.45,10.27,7.26,8.09,9.44,35.2,21.9,19.7,26.6,15.2,16.5
51.86,54.01,57.28,55.46,21.02,21.11,20.21,20.4,4.59,5.77,4.57,6.16,3.43,2.97,2.84,2.8,31.8,23.3,19.9,18.3,15.2,16
45.33,47.9,48.44,49.91,21.94,21.95,21.58,21.31,2.85,4.16,3.42,4.45,1.58,1.5,1.46,1.59,30.3,11.9,8.7,13.3,5.6,5.3
39.34,42.11,39.89,44.23,21.75,21.62,21.89,20.98,2.23,2.69,2.67,3.45,1.24,0.75,1.17,0.86,28.1,10.5,6.2,11.5,3.6,2.9
33.96,36.75,34.98,38.59,25.04,24.99,24.14,23.92,2.85,3.59,3.18,3.53,1.53,1.07,1.38,1.06,23.7,9.2,5.5,10.5,1.5,2
33.4,36.35,36.51,39.9,25.45,25.27,23.22,23.02,2.31,2.82,2.82,3.29,1.45,0.98,1.29,0.99,26.8,12.4,5.8,12.2,1.5,2.5
37.08,40.22,41.17,43.95,22.9,22.57,20.98,20.75,2.66,2.75,3.11,3.82,1.35,0.85,1.36,0.95,25.6,11.3,6.8,11.5,2.7,2.7
42.06,45.9,44.22,47.23,20.74,20.18,19.95,19.62,2.69,3.07,3.04,3.36,1.45,0.83,1.34,0.92,25.9,9.3,6.4,11.3,1.8,2.4
47.91,52.58,48.94,51.78,19.23,18.62,19,18.62,3.04,5.53,3.54,4.29,1.86,1.44,1.65,1.45,34.1,11.7,7.2,13.8,2.4,2.6
50.53,54.78,52.13,55.03,18.93,18.41,18.62,18.24,4.48,5.59,4.78,6.22,2.47,1.87,2.16,1.81,39,11.6,15.9,15.8,3.2,4.6
45.19,48.89,46.16,49.37,19.18,18.81,18.98,18.72,3.5,4.1,4.31,4.81,2.02,1.32,1.78,1.41,30.9,15.1,15.2,14.9,5.2,5.8
46.2,50.02,48.4,51.64,18.78,18.39,18.36,18.02,3.29,4.16,3.59,4.73,2.01,1.36,1.81,1.49,22.8,25.8,12.7,12.4,8.8,4.7
48.92,53.28,53.19,56.36,18.42,17.94,17.34,16.92,4.9,5.17,5.2,6.13,2.94,1.87,2.7,2.19,19.8,19.9,10.4,11.7,9.2,4.1
54.68,59.13,58.8,62.26,17.81,17.97,16.83,18.4,6.02,7.22,6.48,8.66,3.18,2.09,2.92,2.3,17.2,19.5,11.5,10.9,12.7,4.7
55.87,58.38,58.36,56.98,17.36,17.37,17.02,17.34,4.67,5.59,4.31,5.68,2.97,2.04,2.47,2.05,19.6,14.4,13,11,8.2,5.7
57.19,61.4,59.37,61.9,17.09,16.63,16.74,16.34,4.96,5.2,5.28,6.13,3.51,2.33,2.83,2.41,24.9,12.2,20.1,12.1,6.8,7.7
56,60.35,58.66,60.52,17.09,16.64,16.76,18.24,4.9,5.42,4.88,6.7,3.17,2.19,2.62,2.24,18.5,12.6,13.5,11.8,7.6,7
58.12,59.85,59.34,61.23,16.21,17.16,16.09,16.3,5.35,6.7,5.59,6.52,4.08,2.77,3.15,2.73,18,13.6,11.7,11.2,8.7,6.1
61.66,60.3,63.11,60.34,15.55,17.54,15.37,17.62,7.44,8.2,7.17,8.78,5.36,3.51,3.99,3.49,26.5,12.8,12.2,14,7.9,6.4
60.04,59.25,61.66,58.05,16.22,17.1,15.84,17.26,7.85,9.29,7.82,9.54,5.82,3.88,4.42,3.97,39.3,12.6,13.9,18.3,7.7,7.3
56.61,59.87,59.07,60.81,17.21,17.05,16.68,16.44,9.23,11.37,9.43,12.27,6.19,4.19,4.88,4.49,43.7,15.1,17.3,20.8,9.2,9.1
51.11,54.04,54.08,57.6,18.9,18.96,18.49,18.35,8.63,16.81,8.67,11.76,5.64,8.44,4.5,4.39,58.1,19.5,23.5,24.5,11.7,10.3
47.05,50,48.28,52.3,20.74,20.77,20.66,20.55,9.15,10.28,9.38,12.3,5.23,3.86,4.37,4.06,55,42.3,23.8,24,13.3,9.8
41.44,44.3,41.95,45.63,22.16,22.16,22.21,22.1,6.82,7.55,7.63,8.68,3.44,2.47,2.96,2.52,67.1,46.6,22.8,23.6,10.7,7.6
37.45,40.07,38.34,42.08,23.48,23.54,23.37,23.31,5.67,6.36,6.07,8.18,2.69,2.14,2.31,2.03,56.9,31.8,18.9,19.6,6.5,5.6
36.38,39.14,34.98,38.63,23.5,23.43,24.9,24.79,4.98,5.77,5.31,7.58,2.44,1.8,2.05,1.82,46,30.4,18,16.7,5.5,5
35.74,38.71,34.75,38.25,24.25,24.09,24.88,24.76,4.34,7,5.14,6.22,2.35,2.62,1.98,2.02,49.2,37.7,14.3,16.8,5.7,4.3
34.08,36.84,33.9,37.45,24.77,24.71,25.04,24.86,3.79,4.47,4.6,4.84,2.07,1.55,1.82,1.5,39.1,56.2,10.6,14.8,7.6,3.4
34.2,37.25,35.69,39.07,25.01,24.77,23.88,23.71,4.83,5.29,4.4,4.95,2.25,1.69,1.89,1.52,40.5,27.7,12.2,15.4,4.3,3.3
34.31,37.58,37.16,40.79,25.31,24.88,23.8,23.62,4.16,5.55,4.4,6.34,2.32,1.91,2.09,1.95,43.7,20.3,14.9,16.3,4.3,3.8
36.48,40.2,39.02,42.64,24.16,23.66,22.99,22.7,3.59,6.13,4.51,6.08,2.45,2.2,2.1,2.08,35.9,19.3,10.3,15.1,4.4,3.4
41.62,46.15,43.72,47.32,22.25,21.7,21.62,21.24,5.52,8.12,5.51,8.18,3.05,2.48,2.59,2.58,30.4,18,11.4,14.1,4.5,3.6
51.98,58.73,49.08,53.21,19.6,19.25,19.83,19.36,6.31,8.93,6.86,9.66,4.26,3.05,3.32,3.08,32.2,20.4,11.8,15.6,5,4.1
58.83,59.29,55.05,59.12,17.9,19.61,18.05,17.5,9.65,12.57,9.39,12.33,5.7,3.78,4.03,3.96,36.8,23.9,13.9,17.8,7.7,5.5
62.73,60.96,60.02,60.62,16.84,19.35,17.1,19.43,10.06,11.08,9.08,11.51,7.13,4.58,4.73,4.56,39,22.7,15.1,21,10.7,6.7
65.28,61.36,63.51,62.23,16.08,18.74,16.25,18.76,10.21,11.31,8.87,11.53,8.21,5.08,5.5,5.2,34.1,18.4,16.1,17.6,10.3,8.1
67.03,60.61,69.22,64.37,15.51,18.79,14.6,18.03,11.83,11.76,9.72,10.92,10.02,5.74,6.36,5.57,33.8,18.9,12.9,18,12.4,7.4
69.49,61.18,72.5,61.72,14.76,18.55,13.69,17.83,14.8,13.66,11.94,12.76,12.3,6.79,7.36,6.39,34.2,20.3,16.6,18.5,14.8,10
71.23,61.68,73.84,61,14.21,18.14,13.42,17.85,16.18,14.59,11.23,12.91,14.19,7.44,7.93,6.98,27.1,21.4,17.2,17.4,15.5,11.2
71.87,61.12,74.77,62.88,13.81,17.95,13,17.74,18.03,15.5,12.12,13.17,15.83,8.21,8.29,7.31,28.8,21.4,18.9,18.5,15.3,12.7
72.6,61.22,75.78,64.9,13.39,17.57,12.64,16.93,19.05,15.51,11.58,14.34,17.02,8.91,8.37,7.89,26.4,23.5,19.2,19.2,16.7,13.4
73.83,61.41,75.97,62.65,12.94,17.46,12.66,16.5,20.65,17.53,11.43,15.43,18.35,10.09,8.67,8.74,25.3,23.1,19,18.6,16.7,13.7
74.81,61.7,77.39,60.26,12.79,17.44,12.63,17.26,24.39,18.57,12.47,16.96,21.59,10.67,9.62,9.53,26.2,24.5,16.9,19.2,17.3,12.5
75.88,61.29,77.66,63.05,13.24,17.72,12.85,17.91,22.07,18.47,12.78,16.46,19.62,10.54,9.9,9.24,27,24.1,17.6,21.4,17.1,13.2
71.62,60.29,74.85,61.66,15.23,18.11,14.62,17.8,14.96,15.13,11.92,14.99,13.26,8.15,8.37,8.06,31.1,25.3,18.1,23.3,17,13
61.13,58.08,62.82,56.83,18.43,18.92,18.78,19.32,8.33,11.71,8.57,11.2,6.72,5.8,4.99,5.02,37.6,19.6,17.2,22.2,12.4,11.1
50.43,52.8,49.82,52.47,21.59,21.18,22.03,21.92,4.84,9.15,5.39,7.33,3.69,4.63,2.97,2.94,45.7,18.8,13.9,20,8.5,7.4
44.76,47.97,42.36,45.68,22.76,22.44,24.49,24.49,4.03,5.48,4.57,6.56,3.02,2.49,2.51,2.49,37.6,13.7,13.3,16.1,4.9,5.3
41.64,44.72,37.08,41.1,23.62,23.42,25.83,25.62,4.12,4.89,4.36,5.11,2.92,2.17,2.54,2.24,37.6,16.1,9.4,14.5,4.5,4.1
40.23,43.42,34.2,37.28,24.08,23.89,27.58,27.91,3.93,6.4,4.1,4.46,2.83,2.62,2.47,2.14,33.5,22,10.5,13.1,4.8,4.1
38.28,41.6,31.68,35.44,24.72,24.46,28.1,28.06,4.5,7.8,4.36,5.3,3.08,4.08,2.48,2.35,29.7,16.1,9.6,12.9,4,3.7
36.63,40.15,31.92,35.74,25.74,25.38,28.34,28.12,4.09,5.31,4.84,5.26,3.03,2.32,2.63,2.26,37,16.9,17.7,14.3,3.8,5
33.61,37.39,31.84,35.62,27.74,27.3,28.39,28.22,4.15,5.13,4.63,5.73,2.94,2.29,2.69,2.27,27.4,19.5,10.5,13.7,4.3,3.7
32.39,35.9,32.87,36.13,28.92,28.67,28.18,28.28,3.96,5.79,4.49,5.46,2.87,2.44,2.62,2.32,32.1,19.5,20.7,15,4.3,5.2
35.18,38.6,36.59,39.72,26.58,26.22,25.81,25.59,4.3,6.88,4.91,6.53,3.07,2.57,2.85,2.49,28.5,14.9,9.1,14.2,4.4,3.6
41.8,46.51,42.06,45.65,24.2,23.67,23.92,23.55,5.24,8.18,5.76,8.98,3.74,3.06,3.13,3.09,31.5,15.5,10.2,14,4.3,3.6
49.33,54.17,48.19,51.93,22.25,21.77,22.29,21.92,6.12,9.24,7.26,9.28,4.36,3.45,3.66,3.41,32.6,21.3,13.5,14.6,6.3,4.6
52.02,57.03,50.35,54.12,22.02,21.52,22.2,21.82,6.49,9.21,6.9,10.06,4.99,3.76,4.15,3.99,35.2,43.2,17.2,17.1,15.8,6.8
49.77,53.82,48.96,53.32,21.99,21.69,22.23,21.84,7.03,8.42,7.07,22.34,4.27,3.02,3.54,3.9,33.7,26.8,22.2,18.8,11.2,8.7
51.62,55.41,50.95,55.27,20.76,20.47,20.97,20.6,5.09,5.09,5.85,7.34,3.3,2.2,2.77,2.48,55.9,24.7,25.5,18.2,10,8.3
51.47,55.54,50.96,55.22,19.78,19.42,19.97,19.61,4.85,5.49,5.12,5.96,3.27,2.2,2.77,2.34,36.7,19.2,16.3,14,4.6,5.5
52.58,57.03,52.26,56.51,19.33,18.89,19.43,19.07,4.87,5.43,4.76,5.52,3.55,2.41,2.85,2.44,29.1,15,14.7,12.6,4.4,5.6
53.59,58.12,53.23,57.6,19.17,18.73,19.23,18.89,5.23,5.9,5.02,6.62,3.78,2.55,3.14,2.84,23.9,13.5,15.6,12.3,4.8,6.1
54.22,58.71,53.9,58.46,18.58,18.11,18.69,18.28,5.45,6.38,5.21,5.82,3.8,2.58,3.08,2.68,32,16.5,15.4,15.6,5.9,6.7
54.74,59.33,54.32,58.97,17.58,17.12,17.75,17.35,5.34,5.99,5.19,6.64,3.77,2.43,3.06,2.67,20.6,15.7,15,12.2,5.5,7.1
56.23,60.77,55.93,60.55,16.52,16.04,16.66,16.26,5.86,6.31,5.65,6.44,3.67,2.39,3.03,2.59,24.3,18.6,15.4,13.2,6.2,7.2
