NAM 1 Hum,NAM 2 Hum,NAM 1 Temp,NAM 2 Temp,Luftdaten Hum,Luftdaten Temp,Luftdaten PM10,Luftdaten PM2.5,Reference PM10,Reference PM2.5
40.8,42.67,30.25,30.11,46.91,29.76,12.8060869565217,10.8034782608695,32.2,20.3
34.14,38.76,32.71,30.93,44.78,30.03,10.9279166666666,9.32333333333333,30.9,18.7
35.6,40.66,31.2,29.49,45.97,29.52,12.4478260869565,9.62304347826086,24.6,16.3
42.34,46.62,28.58,27.62,48.61,28.71,11.1683333333333,9.2175,29.5,17.4
50.74,53.09,26.46,25.6,50.93,27.46,11.991304347826,8.93521739130434,29.2,18.2
59.47,61.87,24.39,23.45,52.74,26.63,11.9074999999999,9.05083333333333,28.3,18.3
60.56,66.87,24.09,22.06,56.18,25.87,14.5739130434782,10.5708695652173,26.7,19.2
57.91,67.03,23.65,21.62,59.14,24.8,13.8033333333333,10.5666666666666,32.3,22.9
57.85,63.43,23.01,22.15,65,23.61,13.4416666666666,10.3875,32.5,21.8
60.5,62.47,22.1,21.88,71.27,22.51,11.215652173913,9.18304347826087,30.7,18.7
63.85,65.54,21.12,20.92,75.27,21.73,10.8104166666666,8.7525,24.6,17
65.19,69.38,20.67,19.76,74.82,21.2,9.86565217391304,7.86869565217391,22.1,16.5
66.41,71.34,20.08,18.99,75.38,20.7,9.72958333333333,7.505,20,15.5
66.89,72.68,19.65,18.2,73.5,20.44,8.15541666666666,6.51374999999999,19,15.1
68,73.55,19.21,17.83,77.08,19.89,8.67521739130434,6.65782608695652,18,14.4
68.36,74.28,19.35,17.99,77.92,19.78,9.26375,6.50583333333333,18.6,15
64.57,70.19,20.69,19.97,76.03,20.6,10.2234782608695,7.08565217391304,21.6,15.3
59.16,62.27,22.53,22.4,64.13,24.11,10.3341666666666,6.75,22.4,15.4
52.1,54.47,25.13,25.08,43,32.18,7.68173913043478,6.01826086956521,25.6,15.1
47.93,47.98,26.95,27.84,36.5,35.88,7.07666666666666,5.88458333333333,23.3,14.2
44.89,42.44,27.42,29.48,36.92,34.69,7.43416666666666,6.08791666666666,24.2,16.3
42.98,39.02,28.09,30.69,39.43,32.7,8.32521739130434,6.9291304347826,22.1,14.1
41.03,36.53,28.8,31.65,45.75,29.52,9.44875,7.64041666666666,21,13.7
39.12,36.39,29.42,31.29,46.02,29.09,8.65782608695652,7.32869565217391,23,13.7
37.01,36.07,30.27,31.35,46.07,29.03,8.60333333333333,7.48958333333333,20,13.9
34.47,36.09,31.42,30.9,45.47,29.17,8.91434782608695,7.62521739130434,20.2,14.3
36.67,39.19,30.21,29.38,45.72,29.21,9.41916666666666,7.71458333333333,20.3,14.6
39.66,42.03,29.11,28.43,47.16,28.71,8.90291666666666,7.81833333333333,20.9,14.7
44.7,46.03,26.9,26.66,51.94,26.8,9.57478260869565,7.48391304347826,20,14.8
46.93,47.2,24.32,24.39,53.35,24.58,9.50916666666666,6.74583333333333,20.6,15.6
49.69,50.68,22.88,22.79,55.04,23.34,9.45304347826086,7.00869565217391,20,15
55.06,56.32,21.42,21.13,57.28,22.56,9.6975,7.16416666666666,20.2,16
56.86,58.85,20.7,20.36,59.32,21.9,9.9591304347826,7.27826086956521,20.6,16.9
59.86,62.85,19.97,19.12,63.34,21.1,9.78416666666666,7.28833333333333,22.4,16.1
62.7,66.04,19.14,17.88,65.48,20.64,9.02833333333333,6.80208333333333,22.8,16.1
64.11,67.95,18.67,17.41,66.19,20.07,9.39695652173913,6.73782608695652,22.1,15.6
65.58,69.98,18.04,16.33,68.66,19.29,8.79291666666666,6.83833333333333,23.6,16.1
67.09,70.99,17.44,16.18,70.88,18.8,9.25,6.71,22.3,16.2
68.88,72.26,16.87,15.66,74.54,18.23,9.46826086956521,7.38826086956521,22.2,16.5
67.72,72.38,17.29,15.96,76.01,18.2,10.8291666666666,7.76208333333333,23.9,17.4
63.16,67.93,19.36,18.46,71.47,19.42,11.8795652173913,8.50782608695652,24.6,17.6
54.82,59.08,22.35,21.68,59.91,23.38,11.4529166666666,8.84666666666666,26.4,18.4
47.73,51.02,25.21,24.58,36.41,34.26,10.7125,9.37458333333333,25.4,17.1
43.44,43.22,27.05,27.97,31.61,36.79,10.1369565217391,8.69478260869565,25.6,17.8
41.32,38.35,28.24,30.21,32.93,36.05,8.16916666666666,6.99208333333333,25.2,16.8
38.34,34.53,28.94,31.51,35.03,34.2,8.14652173913043,7.18,20.7,14
35.99,31.72,29.78,32.64,41.6,29.97,9.03708333333333,7.67041666666666,20.3,12.9
36.33,32.62,30.57,33.05,44.09,29.92,10.4030434782608,9.04434782608695,19.9,12.8
33.93,32.04,32.09,33.53,44.28,30.06,9.99,8.87125,22.5,14.7
31.99,33.26,33.25,32.7,44.22,30.16,11.1295652173913,9.3691304347826,19.6,14.7
34.12,37.04,31.66,30.48,44.57,30.02,11.9991304347826,10.0395652173913,20.2,15.4
38.96,40.88,29.6,28.99,46.54,29.14,12.1069565217391,10.5047826086956,23.4,16.4
46.31,44.89,27.16,27.41,50.73,27.62,13.5541666666666,11.19625,25.5,18.2
53,49.08,25.04,25.82,54.56,26.44,15.685,12.78375,27.1,20.4
53.49,51.71,24.51,24.69,56.43,25.63,16.7495652173913,14.0347826086956,29.2,23.5
54.16,54.25,24.05,23.81,59.41,24.81,17.3408333333333,14.7504166666666,33.1,26
55.63,56.14,23.74,23.47,62.43,24.35,18.8482608695652,15.9221739130434,32.2,22.4
58.42,58.7,23.07,22.93,68.07,23.52,19.3729166666666,16.945,33.8,22.5
61.37,61.75,22.27,22.07,74.98,22.54,22.7934782608695,19.5695652173913,32.9,23.5
63.65,64.48,21.81,21.49,79.37,22,22.6133333333333,19.96625,35.8,26.7
66.7,67.84,21.24,20.76,80.51,21.99,22.7966666666666,19.8775,34.1,26.4
68.86,71.07,20.78,20.12,82.43,21.54,23.9504347826086,20.6952173913043,37.9,27.1
70.18,71.05,20.41,20.13,84.99,20.81,24.8683333333333,19.635,39.4,28.6
67.87,68.28,21.12,21.11,88.4,20.5,27.2886956521739,21.8365217391304,47.3,29.1
69.63,71.88,21.52,21.08,91.23,20.86,28.4145833333333,23.4270833333333,49.2,31.5
67.9,69.72,22.32,21.94,86.49,22.47,24.2826086956521,19.3060869565217,41.1,29.8
62.3,63.01,23.75,23.98,71.55,25.88,17.8974999999999,13.4941666666666,44.8,27
58.76,56.81,24.61,25.42,54.7,29.5,12.1878260869565,9.21869565217391,47.1,21.9
55.35,55.91,25.31,25.28,61.08,26.72,11.5854166666666,7.17708333333333,42.2,17.6
55.69,57.76,25.3,24.76,65.74,25.85,10.111304347826,6.61739130434782,35.7,16.2
56.86,58.32,24.69,24.34,68.14,24.82,9.43625,6.67958333333333,36.3,16
54.74,57.02,24.62,23.96,65.83,24.79,11.7778260869565,6.10173913043478,28.9,15.5
56.39,58.26,23.76,23.38,67.86,23.97,9.58541666666666,5.19333333333333,35,16.1
56.83,58.21,23.1,22.96,68.72,23.24,11.2417391304347,5.40217391304347,34.1,15
55.15,55.69,22.07,22.05,65.16,22.39,8.53608695652174,3.76521739130434,40.2,16.5
51.26,51.51,21.77,21.73,61.87,21.86,9.33166666666666,3.14833333333333,35.8,14.5
57.83,57.78,20.81,20.89,72.99,20.5,9.24043478260869,3.05130434782608,37.2,14.2
65.02,65.38,19.41,19.42,80.42,19.38,10.15125,3.55166666666666,30.8,13.3
64.26,64.54,18.6,18.61,82.03,18.02,6.51434782608695,2.38695652173913,30,13.8
74.66,74.9,16.48,16.42,95.37,15.64,8.46833333333333,4.27458333333333,20.2,11.1
80.16,81.87,16.14,15.79,99.83,15.06,15.3925,9.76583333333333,12.6,10.8
80.73,82.74,16.13,15.79,99.9,15.1,9.76521739130434,6.34565217391304,14,12.9
81.46,83.35,15.88,15.6,99.9,15.08,8.01791666666666,5.55083333333333,11.7,10.8
82.46,84.79,15.57,15.19,99.9,14.57,9.89217391304347,8.08,10,9.3
82.69,85.59,15.44,15.01,99.9,14.32,10.2966666666666,7.93375,9.8,9.5
79.93,84.56,15.5,14.78,99.9,14.13,9.78791666666666,6.79333333333333,9.4,9
79.37,84.1,15.67,14.96,99.9,14.43,10.5821739130434,8.7195652173913,10.7,9.8
79.08,84,15.77,15.04,99.9,14.75,14.0904166666666,10.9679166666666,14,12.6
77.6,83.81,16.44,15.24,99.9,14.99,13.1669565217391,9.76521739130434,20,17.5
76.84,83.79,16.62,15.46,99.66,15.35,11.6345833333333,8.26833333333333,19.1,16.5
72.72,81.95,18.01,16.15,96.8,16.72,20.0041666666666,14.4354166666666,23.6,18.1
65.69,76.28,19.59,17.22,90.63,18.6,18.7747826086956,14.921304347826,37.2,26.7
58.06,66.79,20.53,18.62,69.28,22.1,10.175652173913,5.99086956521739,35.2,26.6
51.86,57.28,21.02,20.21,56.82,22.72,7.94625,2.91708333333333,31.8,18.3
45.33,48.44,21.94,21.58,52.52,22.08,6.50260869565217,1.87304347826086,30.3,13.3
39.34,39.89,21.75,21.89,48.33,21.52,5.31625,1.88666666666666,28.1,11.5
33.96,34.98,25.04,24.14,46,22.4,4.74043478260869,1.71304347826086,23.7,10.5
33.4,36.51,25.45,23.22,47.77,21.82,5.55249999999999,1.71,26.8,12.2
37.08,41.17,22.9,20.98,48.8,21.52,6.29391304347826,1.7291304347826,25.6,11.5
42.06,44.22,20.74,19.95,52.28,19.94,7.90695652173913,2.15565217391304,25.9,11.3
47.91,48.94,19.23,19,55.2,19.31,12.5933333333333,3.29958333333333,34.1,13.8
50.53,52.13,18.93,18.62,56.77,19.09,9.51347826086956,2.80565217391304,39,15.8
45.19,46.16,19.18,18.98,56.63,18.54,7.55458333333333,2.36041666666666,30.9,14.9
46.2,48.4,18.78,18.36,58.31,18,6.41458333333333,2.03791666666666,22.8,12.4
48.92,53.19,18.42,17.34,57.1,18.13,6.07043478260869,2.21086956521739,19.8,11.7
54.68,58.8,17.81,16.83,61.58,17.5,6.36708333333333,2.34333333333333,17.2,10.9
55.87,58.36,17.36,17.02,73.94,16.29,7.28869565217391,2.56652173913043,19.6,11
57.19,59.37,17.09,16.74,79.13,16.16,5.61041666666666,2.59833333333333,24.9,12.1
56,58.66,17.09,16.76,75.1,16.11,5.795,2.30041666666666,18.5,11.8
58.12,59.34,16.21,16.09,79.62,14.9,6.67478260869565,3.12869565217391,18,11.2
61.66,63.11,15.55,15.37,84.7,14.69,11.8470833333333,4.25541666666666,26.5,14
60.04,61.66,16.22,15.84,82.72,15.43,11.9960869565217,4.94521739130434,39.3,18.3
56.61,59.07,17.21,16.68,76.31,17.11,18.2329166666666,6.22916666666666,43.7,20.8
51.11,54.08,18.9,18.49,60.8,20.92,13.8243478260869,5.51043478260869,58.1,24.5
47.05,48.28,20.74,20.66,43.69,26.37,19.3669565217391,5.74478260869565,55,24
41.44,41.95,22.16,22.21,38.77,26.83,12.1225,3.87083333333333,67.1,23.6
37.45,38.34,23.48,23.37,36.1,27.87,10.9252173913043,3.34652173913043,56.9,19.6
36.38,34.98,23.5,24.9,35.48,27.28,11.3008333333333,3.48458333333333,46,16.7
35.74,34.75,24.25,24.88,39.41,25.15,8.70260869565217,2.6591304347826,49.2,16.8
34.08,33.9,24.77,25.04,41.18,24.35,8.42625,2.6225,39.1,14.8
34.2,35.69,25.01,23.88,41.87,24.12,11.3726086956521,3.18173913043478,40.5,15.4
34.31,37.16,25.31,23.8,42.02,24.15,7.23695652173913,2.47521739130434,43.7,16.3
36.48,39.02,24.16,22.99,43.28,23.49,7.03791666666666,2.47958333333333,35.9,15.1
41.62,43.72,22.25,21.62,46.52,22.4,8.37782608695652,3.02739130434782,30.4,14.1
51.98,49.08,19.6,19.83,52.76,20.63,10.9775,3.39791666666666,32.2,15.6
58.83,55.05,17.9,18.05,56.93,19.56,13.8178260869565,5.09,36.8,17.8
62.73,60.02,16.84,17.1,61.4,18.68,9.63,4.08583333333333,39,21
65.28,63.51,16.08,16.25,67.41,17.77,10.0886956521739,4.28347826086956,34.1,17.6
67.03,69.22,15.51,14.6,70.42,17.18,10.3904166666666,4.80833333333333,33.8,18
69.49,72.5,14.76,13.69,72.39,16.91,10.001304347826,4.83869565217391,34.2,18.5
71.23,73.84,14.21,13.42,73.83,16.61,10.7691666666666,5.32666666666666,27.1,17.4
71.87,74.77,13.81,13,79.75,15.73,10.3662499999999,6.05624999999999,28.8,18.5
72.6,75.78,13.39,12.64,82.22,15.28,9.81347826086956,5.75782608695652,26.4,19.2
73.83,75.97,12.94,12.66,85.59,14.7,9.92916666666666,6.10583333333333,25.3,18.6
74.81,77.39,12.79,12.63,90.62,13.65,12.6954166666666,7.96208333333333,26.2,19.2
75.88,77.66,13.24,12.85,91.97,13.41,14.2230434782608,8.29608695652173,27,21.4
71.62,74.85,15.23,14.62,87.53,14.91,12.995,6.51708333333333,31.1,23.3
61.13,62.82,18.43,18.78,71.36,18.83,12.1204347826086,4.48826086956521,37.6,22.2
50.43,49.82,21.59,22.03,37.45,29.99,8.7575,3.38125,45.7,20
44.76,42.36,22.76,24.49,30.49,33.18,7.58695652173913,2.99782608695652,37.6,16.1
41.64,37.08,23.62,25.83,30.85,32.29,9.67874999999999,4.9925,37.6,14.5
40.23,34.2,24.08,27.58,32.49,30.78,14.9026086956521,10.0521739130434,33.5,13.1
38.28,31.68,24.72,28.1,41.92,25.02,8.95291666666666,3.45958333333333,29.7,12.9
36.63,31.92,25.74,28.34,43.38,24.92,10.8791304347826,6.56086956521739,37,14.3
33.61,31.84,27.74,28.39,43.77,25.19,8.12791666666666,3.11375,27.4,13.7
32.39,32.87,28.92,28.18,43.55,25.5,7.96217391304347,3.04695652173913,32.1,15
35.18,36.59,26.58,25.81,42.21,25.51,6.52333333333333,2.67541666666666,28.5,14.2
41.8,42.06,24.2,23.92,45.42,24.07,9.47304347826087,3.40869565217391,31.5,14
49.33,48.19,22.25,22.29,50.84,23.09,10.5579166666666,3.74333333333333,32.6,14.6
52.02,50.35,22.02,22.2,54.33,22.73,13.6004347826086,6.08260869565217,35.2,17.1
49.77,48.96,21.99,22.23,57.47,21.77,10.2004166666666,3.63916666666666,33.7,18.8
51.62,50.95,20.76,20.97,64.36,20.11,9.1691304347826,3.26260869565217,55.9,18.2
51.47,50.96,19.78,19.97,64.12,19.06,5.21666666666666,2.44708333333333,36.7,14
52.58,52.26,19.33,19.43,65.42,18.65,5.71782608695652,2.60086956521739,29.1,12.6
53.59,53.23,19.17,19.23,66.64,18.53,8.31625,3.33624999999999,23.9,12.3
54.22,53.9,18.58,18.69,71.26,17.58,5.49708333333333,2.80458333333333,32,15.6
54.74,54.32,17.58,17.75,74.64,16.52,6.71347826086956,3.12347826086956,20.6,12.2
56.23,55.93,16.52,16.66,76.18,15.55,6.45916666666666,2.80916666666666,24.3,13.2
57.45,57.33,15.68,15.7,77.9,14.63,8.51,2.89086956521739,26.3,13.2
59.58,60.2,15.26,15.09,80.61,14.18,11.3283333333333,3.2875,31.1,13.8
56.91,58.04,16.04,15.8,78.42,14.59,12.0543478260869,3.29217391304347,46.3,17
53.03,52.47,17.38,18.02,69.12,17.43,11.4583333333333,2.77541666666666,41.5,15.9
49.86,46.36,17.96,19.55,37.79,27.77,8.74826086956521,2.42347826086956,48.5,16
,41.54,,20.47,31.44,29.81,7.92833333333333,2.21,39.3,14
,37.35,,22.48,30.44,29.43,8.18695652173913,2.10260869565217,32.3,12.1
,34.43,,23.18,31.91,27.42,5.78833333333333,1.70458333333333,34,11.6
,30.14,,24.22,39.46,21.48,7.07304347826087,1.7895652173913,29.5,10.7
,29.22,,24.04,39.3,21.18,6.03583333333333,1.61374999999999,31.8,11.2
,28.22,,24.03,38.62,21.54,6.81695652173913,1.88782608695652,29.7,10.7
,28.98,,23.25,38.3,21.52,7.85869565217391,2.16869565217391,31.3,11.4
,30.96,,21.2,38.35,21.28,7.60583333333333,2.0175,34.1,12.9
,32.99,,20.11,39.85,20.17,10.8165217391304,2.96608695652173,33.1,12.4
,37.5,,18.6,43.59,18.54,13.8379166666666,2.71333333333333,44.1,15.4
,47.42,,15.68,48.79,17.16,15.6795652173913,3.95391304347826,52.4,15.6
,54.72,,13.55,53.63,16.33,24.9516666666666,6.27708333333333,53.2,18.5
,61.56,,12.62,57.71,15.63,22.5339130434782,5.95869565217391,61.2,24.7
,65.85,,11.77,60.35,15.13,21.6008333333333,6.14583333333333,68.1,24.7
,68.97,,11.16,66.1,14.53,17.6534782608695,5.86565217391304,60.6,23
,70.96,,11.1,69.58,14.17,18.1129166666666,5.7075,49.2,21.7
,72.54,,11.06,67.52,14.23,17.7795652173913,4.8791304347826,54,22.3
,72.85,,10.77,61.6,14.32,12.1454166666666,4.43833333333333,57.1,20.3
,73.05,,10.59,59.78,13.98,10.5554166666666,3.92958333333333,38.5,17.2
,72.51,,10.53,58.37,13.82,8.73565217391304,3.4795652173913,29.4,15.3
,72.7,,11.01,59.8,13.95,8.64374999999999,3.65333333333333,23.7,13.7
,69.54,,12.13,60.63,14.52,8.77217391304347,3.18652173913043,23.5,13.9
,65.06,,13.8,61.17,15.44,10.4120833333333,3.13958333333333,29.9,13.9
,60.38,,16.57,51.09,20.98,12.9743478260869,3.33608695652173,40.6,14.7
,48.96,,20.82,37.57,26.47,10.1758333333333,2.74916666666666,52,15.6
,48.57,,20.3,48,21.18,10.3086956521739,2.71434782608695,40.8,13.3
,48.07,,21.88,50.98,21.85,7.1,2.80541666666666,37.5,12.8
,42.75,,24.22,51.5,22.85,8.34708333333333,3.40666666666666,27.9,13
,43.25,,23.52,49.48,23.12,7.77695652173913,3.16130434782608,33.4,14.7
,45.51,,23.2,51.76,22.95,8.4725,3.58083333333333,29.4,14.7
,47.92,,22.96,52.53,22.89,7.72521739130434,3.79130434782608,27,15.6
,50.25,,22.63,54.37,22.67,9.71041666666666,4.32833333333333,24.7,15.9
,52.34,,22.04,56.5,22.2,9.65521739130434,4.73608695652173,27.6,17.4
,54.51,,21.37,58.87,21.75,11.7458333333333,6.37625,27.7,18.4
,55.18,,21,60.35,21.34,13.7026086956521,7.78173913043478,37.3,19.4
,57.27,,20.42,63.3,20.82,14.8116666666666,8.57583333333333,37.6,21.9
,57.53,,20.4,65.62,20.53,14.1470833333333,8.60833333333333,40,23.5
,59.41,,20.2,71.77,20,16.3091304347826,10.525652173913,35.3,22.9
,71.74,,18.49,91.32,18.22,18.1304166666666,12.8345833333333,40.2,25.6
,75.6,,18.13,93.13,17.88,18.4134782608695,12.595652173913,34.1,26.1
,77.42,,17.79,94.5,17.58,17.6820833333333,13.8316666666666,31.7,25.4
,80.05,,17.4,96.18,17.1,27.8852173913043,23.1695652173913,31.5,25.8
,81.85,,17.16,98.37,16.69,42.5629166666666,32.0008333333333,33.2,28.3
,81.62,,17.09,99.58,16.42,41.6804166666666,31.9083333333333,30.8,28
,82.29,,17.02,99.9,16.33,43.6569565217391,32.7765217391304,30.5,26.8
,84.4,,16.59,99.9,15.79,33.91,24.8170833333333,28.5,25.5
,84.63,,16.24,99.9,15.49,41.1066666666666,27.7833333333333,22.3,20.6
,85.68,,15.76,99.9,15.2,19.1321739130434,14.7334782608695,25.2,22.6
,85.22,,15.47,99.9,14.68,17.4154166666666,13.5908333333333,16.2,15.1
,86.43,,14.8,99.9,14.4,9.11652173913043,5.55652173913043,16.1,14.8
,88.43,,15.21,99.9,15.08,9.34833333333333,6.83291666666666,10.8,9.7
,90.05,,16.17,99.9,15.89,17.32375,14.5891666666666,12.5,11.6
,90.08,,16.26,99.46,16.25,19.271304347826,16.5821739130434,19.3,17.8
,88.87,,16.72,97.6,16.85,25.6025,21.7870833333333,22.3,20.5
,88.26,,16.46,97.67,16.67,23.9334782608695,18.9134782608695,30.1,25.9
,89.1,,16.53,97.74,16.47,31.1624999999999,23.1208333333333,27.5,22.8
,89.62,,16.63,97.97,16.37,33.4960869565217,24.2130434782608,33.1,26
,90.1,,16.73,97.69,16.32,29.7608333333333,22.54875,36.3,27.7
,89.01,,16.62,97.07,16.34,28.3152173913043,22.3208695652173,37,28
,89.58,,16.07,97.61,16.08,28.6791666666666,22.94875,34.3,26.5
,90.41,,15.61,98.82,15.34,27.1786956521739,22.4565217391304,31.4,25.6
,90.55,,15.32,99.89,15.06,41.0304166666666,31.3429166666666,28.7,24.4
,90.76,,14.9,99.9,14.98,47.1220833333333,35.6133333333333,32.5,27.9
,91.43,,14.6,99.9,14.53,46.8373913043478,33.74,31.4,28.8
,92.28,,14.42,99.9,14.43,43.82875,30.6554166666666,28.5,27
,92.31,,14.39,99.9,14.4,35.7434782608695,25.4839130434782,26.7,25.6
,91.29,,14.06,99.9,14.21,32.2566666666666,23.25375,23.5,22.2
,91.51,,13.81,99.9,13.94,29.8408333333333,21.88625,22.4,20.7
,91.1,,13.8,99.9,14.32,21.9273913043478,17.4426086956521,22.8,20.4
,91.28,,15.51,98.77,15.74,18.7204166666666,14.6875,24.5,20.7
71.9,89.08,19.62,18.94,92.34,18.58,15.9447826086956,12.1226086956521,27.4,21.9
61.68,84.54,22.54,22.33,58.89,26.74,14.5216666666666,11.3383333333333,29.8,22.9
56.98,69.04,23.44,24.27,45.95,31.11,13.1081818181818,10.4018181818181,37.3,22.7
53.76,58.1,24.32,26.12,43.57,31.19,12.2383333333333,9.48166666666666,36.4,20.5
47.88,50.62,26.16,28,45.94,28.95,11.325652173913,8.39304347826087,35.3,19.3
41.22,46.11,28.32,28.45,49.37,26.62,9.6091304347826,7.03739130434782,33,19.3
41.02,44.26,28.07,28.96,50.48,26.55,10.3454545454545,7.23818181818181,32.7,18.9
42.3,46.19,27.14,26.89,51.05,26.28,11.6729166666666,7.07208333333333,32,19.5
47.64,52.39,25.51,25.24,55.68,24.91,11.8417391304347,6.94739130434782,33.6,20.3
54.48,57.72,23.84,23.81,61.69,23.87,18.1404166666666,7.51,35.7,20.3
55.57,58.78,23.06,23.25,63.95,23.21,18.3221739130434,8.27391304347826,61.5,21.5
62.49,66.05,21.6,21.34,65.85,22.4,14.7878260869565,6.97565217391304,55.3,22
57.9,58.3,21.46,21.75,67.69,21.97,16.99125,8.7325,43.5,19.2
63.56,65.46,20.78,20.9,85.67,20.07,16.0843478260869,9.48,56,22.9
65.44,68.29,19.79,19.61,90.1,18.79,11.2945833333333,7.55583333333333,40.7,21.3
68.92,72.64,19.16,18.87,92.7,18.12,8.14565217391304,6.09391304347826,24.3,17.5
74.48,78.77,18.33,17.72,96.83,17.18,8.78791666666666,7.09458333333333,17.4,14
78.2,82.79,17.59,16.96,99.35,16.4,8.18458333333333,6.35875,15.3,13.3
77.79,83.9,16.66,15.79,99.67,15.36,3.72826086956521,2.7291304347826,14,12.1
78.91,84.41,15.58,14.94,99.87,14.27,4.81333333333333,3.22416666666666,9.5,8.4
80.93,85.52,14.87,14.44,99.9,13.79,6.76652173913043,4.74086956521739,9.7,8.6
81.07,85.22,14.27,13.91,99.9,13.31,7.68333333333333,5.07958333333333,11.8,10.2
80.16,84.44,14.05,13.66,99.62,13.1,7.67291666666666,4.23333333333333,12.6,10.7
75.73,80.17,15.14,14.5,96.43,14.07,6.60173913043478,3.11347826086956,13.7,11.1
72.66,76.46,15.65,15,93.93,14.82,5.26,2.34291666666666,14.7,11.5
,72.23,,15.82,91.96,15.58,5.24130434782608,2.45695652173913,14.1,11
62.77,69.72,17.56,16.12,90.58,15.78,5.43478260869565,2.26173913043478,14.3,11.3
62.16,67.67,17.45,16.32,89.12,16.1,5.00291666666666,1.91375,15.4,11.1
60.43,65.31,18.32,17.09,84.33,17.12,4.17652173913043,1.85130434782608,21.6,11.5
55.28,63.11,20.09,17.74,80.52,17.93,7.80666666666666,2.7525,21.7,11.1
53.29,58.63,19.3,18.11,72.9,18.42,7.20869565217391,3.13869565217391,27.6,13
48.77,52.63,20.94,19.73,62.94,19.96,5.39,2.68304347826086,29.8,14.1
47.18,52.19,21.48,19.74,58.52,20.24,6.74291666666666,2.66208333333333,21.3,12.6
49.42,54.45,20.54,19.25,61.38,19.72,5.84086956521739,3.06130434782608,25.5,13.6
52.77,56.22,18.93,18.45,65.96,18.33,6.56916666666666,3.59708333333333,25.7,14.6
59.77,63.72,17.14,17.1,75.68,16.76,7.79695652173913,4.25608695652173,25,15.6
64.4,66.86,15.83,15.9,81.73,15.95,7.9425,4.69333333333333,24.4,16.1
68.48,72.3,14.44,14.3,83.16,15.49,8.95521739130434,4.67043478260869,26.1,16.6
69.86,73.11,14.34,14.58,85.33,15.05,6.19291666666666,4.3275,27.2,16.7
71.85,75.12,13.39,13.19,87.82,14.75,7.73739130434782,5.12,20,14.8
73.64,77.91,12.78,12.25,90.92,14.23,8.91625,5.71291666666666,20.6,15.6
75.14,79.27,12.4,11.51,92.55,13.71,9.18869565217391,5.87130434782608,20.7,16.3
76.52,80.48,12.01,10.89,94.15,13.02,10.18625,7.9975,20.1,16.1
78.06,81.36,11.64,10.97,95.49,12.48,9.70869565217391,6.99260869565217,20.7,17.5
77.86,81.75,11.66,10.96,95.86,12.37,9.22833333333333,6.7625,19.8,16.6
77.21,81.57,11.68,11.18,96.24,12.27,9.60708333333333,7.42416666666666,20,16.4
77.79,82.27,11.79,11.37,96.18,12.51,14.5082608695652,8.19434782608695,21.2,17.2
77.5,82.11,12.93,12.29,93.76,13.83,15.5504166666666,9.14041666666666,27.8,20.7
72.04,77.13,15.51,15.13,89.44,15.86,15.4091304347826,8.7491304347826,33.5,24.2
61.97,64.09,18.66,18.53,51.07,26.22,13.9183333333333,6.90083333333333,38.4,25.3
54.99,57.22,20.93,20.38,45.44,27.27,13.0360869565217,5.65652173913043,49.7,22.6
51.52,50.21,21.75,23.26,42.87,28.67,8.46086956521739,4.36217391304347,43,18.4
48.57,43.35,22.23,25.18,41.15,28.38,6.29458333333333,3.76541666666666,37.7,16.3
45.64,41.57,23.33,25.49,49.52,23.62,7.21545454545454,3.2040909090909,28.1,14.4
43.01,40.97,24.27,25.79,49.36,23.47,5.77217391304347,2.87260869565217,27.7,14
40.05,39.26,25.07,25.41,49,23.7,7.22,2.93652173913043,20.8,12.3
37.16,39.96,25.85,24.36,50.23,23.02,8.56333333333333,3.40041666666666,29.6,14.1
41.96,43.21,23.19,22.89,49.51,22.86,7.17304347826086,3.1095652173913,32.6,14.8
49.74,49.67,21.35,21.27,52.78,21.7,7.16695652173913,3.16043478260869,29.7,14.6
59.18,61.24,18.83,18.4,60.56,20.02,18.08625,5.29833333333333,22.6,13.2
64.08,67.61,17.43,16.58,69.37,18.89,14.6070833333333,5.94833333333333,58.7,21.6
67.78,71.11,16.45,15.6,77.93,17.9,16.9573913043478,6.45173913043478,42.6,20
70.62,73.79,15.7,14.84,85.05,16.86,15.13375,6.97208333333333,52.1,22.6
72.54,75.75,15.12,14.26,87.35,16.41,14.7591304347826,7.46826086956521,43,21.4
74.08,76.72,14.51,13.82,90.34,15.88,15.5995833333333,9.49833333333333,38.4,21
75.2,78.01,13.88,13.16,92.37,15.26,18.745652173913,10.521304347826,32.7,23.2
75.45,78.76,13.52,12.81,94.65,14.35,13.6887499999999,9.21333333333333,37.3,26.8
76.1,79.36,13.18,12.44,96.4,13.79,15.1943478260869,10.22,27.2,21
77.02,80.24,12.79,12.07,96.65,13.75,15.1754166666666,10.3120833333333,28.5,21.9
77.39,80.94,12.51,12.21,96.84,13.53,18.9429166666666,10.8604166666666,29.2,22.4
77.28,81.23,12.75,12.4,96.74,13.67,20.2426086956521,11.8073913043478,35.9,25.6
76.61,80.92,14.53,13.98,94.08,15.15,23.2183333333333,11.5845833333333,38.6,27.5
67.6,70.55,18.03,18.03,85.69,18.03,17.7469565217391,10.4847826086956,42.6,30
58.01,57.61,20.6,21.54,45.67,30.25,14.881304347826,8.79347826086956,56,28.7
53.96,50.47,21.93,23.73,39.14,31.9,13.1749999999999,7.06541666666666,59.3,26.5
