NAM 1 Hum,NAM 2 Hum,NAM 1 Temp,NAM 2 Temp,Luftdaten Hum,Luftdaten Temp,Luftdaten PM10,Luftdaten PM2.5,Reference PM10,Reference PM2.5
78.79,79.45,10.16,10.06,,,13.7127272727272,7.69954545454545,20.1,18.6
77.09,77.72,11.97,11.86,,,9.23086956521739,6.11521739130434,16.5,16
71.82,71.46,13.88,13.92,,,7.9125,4.44083333333333,18.6,15.4
59.93,60.03,15.76,15.83,,,5.17833333333333,2.23166666666666,27.1,13.2
54.57,54.9,16.17,16.24,,,6.86041666666666,2.37458333333333,30.4,12.8
52.57,52.97,16.18,16.2,,,5.70125,1.71666666666666,37,11.3
50.63,51.01,16.55,16.56,,,5.34217391304347,1.61434782608695,26.6,10.9
49.41,50.26,16.89,16.8,,,4.28125,1.66583333333333,32.5,10.6
69.72,71.4,12.5,12.37,,,2.95608695652173,1.3195652173913,9.9,8.3
74.6,74.27,10.48,10.66,,,3.36875,1.29541666666666,8.1,7.6
66.81,64.36,9.49,9.8,,,4.04416666666666,1.55083333333333,9.6,8.5
60.46,57,8.77,9.26,,,4.67217391304347,1.78347826086956,9.9,8.6
59.74,57.14,7.72,8.14,,,5.88875,1.85375,16.5,10.2
60.43,58.27,6.68,7.1,,,7.28541666666666,2.41375,16.4,10.9
59.68,56.78,6.02,6.5,,,8.3195652173913,2.49,15.5,11.2
59.45,56.77,5.21,5.73,,,7.98416666666666,2.21958333333333,18.2,11.4
61.4,61.95,5.08,4.99,,,11.8734782608695,3.87608695652173,25.1,14.4
58.21,60.51,4.9,4.61,,,9.69869565217391,2.9895652173913,20.8,13
55.87,57.35,4.76,4.55,,,8.71416666666666,2.785,25.8,13.2
57.83,59.26,4.09,3.98,,,11.0439130434782,3.09173913043478,41.4,15.4
61.2,62.72,3.49,3.44,,,13.7824999999999,3.49166666666666,43.4,16.7
62.68,64.07,3.26,3.23,,,16.4066666666666,3.79083333333333,64.8,21.4
62.35,63.58,3.68,3.56,,,17.025,3.69041666666666,77.2,23.2
59.3,58.31,5.12,5.68,,,16.495909090909,3.4490909090909,73.3,21.8
54.06,44.75,7.32,11.01,,,11.2791666666666,3.01958333333333,36,14.4
54.09,43.4,8.1,11.68,,,8.79583333333333,2.76458333333333,35.3,15.3
53.55,44.61,8.65,11.54,,,9.36086956521739,2.86347826086956,30.5,14.4
50.85,43.81,9.22,11.29,,,8.44291666666666,2.59833333333333,31.6,14
46.94,43.44,10.17,10.84,,,10.3733333333333,2.27583333333333,35.4,13.8
46.18,42.66,10.32,11.49,,,7.96521739130434,2.20739130434782,31.8,13.4
45.03,42.69,11.17,11.62,,,8.58041666666666,2.48999999999999,27.6,13.8
56.06,57.79,8.45,8.37,,,6.06217391304347,2.02130434782608,16.1,11.2
68.45,76.11,6.43,6.01,,,7.54130434782608,2.82173913043478,13.7,12.2
72.88,78.84,5.97,6.12,,,11.0304545454545,5.1890909090909,17.3,16.3
69.51,72.2,6.62,6.9,,,9.06333333333333,3.79583333333333,15.8,14.1
62.18,64.66,7.34,7.39,,,6.78782608695652,2.33652173913043,11.5,10.6
63.25,65.31,7.35,7.37,,,6.22173913043478,2.17739130434782,13.1,11
73.05,72.82,5.94,6.24,,,3.99166666666666,1.74375,9.7,9.3
72.74,71.88,5.99,6.33,,,3.73347826086956,1.65826086956521,9.2,9.1
75.83,75.51,5.44,5.69,,,4.18583333333333,2.065,9.9,9.7
77.08,76.35,5.08,5.36,,,5.00772727272727,2.31636363636363,10,9.8
76.63,75.69,4.55,4.85,,,7.06086956521739,1.87652173913043,9.5,9.1
73.8,72.69,4.76,4.98,,,6.05739130434782,1.75173913043478,8.7,8.5
67.85,66.91,3.57,3.92,,,0.907916666666666,0.43625,5.7,5.5
67.53,67.01,3.07,3.29,,,0.937916666666666,0.479583333333333,6,5.5
66.66,66.06,2.3,2.54,,,1.64958333333333,0.6075,9,6.4
67.68,66.93,1.93,2.15,,,1.82217391304347,0.709130434782608,8.3,6.6
67.69,67.1,2.56,2.75,,,2.6456,0.9056,15.3,9
65.65,64.89,3.01,3.2,,,2.78086956521739,0.953478260869565,16.2,9
60.36,59.48,3.82,4.43,,,3.82958333333333,1.09833333333333,19.3,9.4
55.32,52.02,4.53,6.07,,,3.42416666666666,1.02208333333333,23.2,10.4
46.85,41.26,5.04,7.49,,,4.68791666666666,1.14458333333333,25,9.6
50.13,45.45,4.7,6.33,,,3.665,1.14041666666666,37.9,12.4
60.08,58.4,3.56,4.05,,,3.36458333333333,0.8975,167.7,26.3
51.45,50.3,4.3,4.79,,,4.03541666666666,1.2575,30.3,11.5
41.21,40.47,4.41,4.61,,,2.89173913043478,0.964347826086956,27.7,9.9
37.25,36.82,3.56,3.64,,,2.49666666666666,0.831249999999999,28.5,9.8
41.71,41.12,2.3,2.4,,,4.18916666666666,1.23875,27.9,10.5
46.67,46.25,1.21,1.42,,,6.255,1.75125,29.8,11.7
45.73,45.92,0.63,0.79,,,6.7275,1.84541666666666,34,13.3
46,46.49,0.26,0.29,,,6.6,2.2125,31.8,13.9
46.39,46.77,-0.15,-0.06,,,12.1316666666666,3.84333333333333,51.3,19.4
48.14,49.38,-0.67,-0.9,,,11.7454166666666,3.73791666666666,41.3,17.8
49.69,51.38,-1.08,-1.38,,,11.6469565217391,3.37652173913043,34.4,16.3
51.71,53.84,-1.63,-2.15,,,4.95238095238095,1.91047619047619,16.6,11.1
56.45,57.27,-2.65,-2.98,,,5.27,1.84047619047619,14.4,10
60.27,60.41,-3.75,-4.01,,,8.58045454545454,3.05,16.7,13.7
63.84,65.06,-4.47,-4.77,,,20.3333333333333,7.42619047619047,28.6,25.1
66.35,68.48,-4.98,-5.24,,,29.1218181818181,10.8404545454545,36.8,32.5
68.3,70.02,-5.62,-5.69,,,36.8123809523809,13.1680952380952,68.1,43.4
70.26,71.01,-5.02,-5.12,,,39.8277272727272,15.055909090909,61.4,45.1
69.09,62.46,-2.02,4.02,,,21.5138095238095,8.08190476190476,49.6,30.1
54.64,36.7,1.08,5.84,,,15.8871428571428,5.63571428571428,46.8,22.1
43.76,29.15,2.19,6.76,,,9.22272727272727,3.49590909090909,30.9,13.8
38.52,25.64,2.85,8.07,,,8.56523809523809,3.35238095238095,28.2,14.2
36.31,23.61,3.61,9.17,,,7.66818181818181,3.35318181818181,28.6,13.8
32.65,22.28,4.52,9.48,,,10.54,3.95875,37.6,18
32.72,23.78,5.73,9.63,,,7.52260869565217,2.72652173913043,34.8,14.9
31.22,25.15,6.98,9.42,,,10.54625,3.12458333333333,50.7,17.8
30.67,26.15,7.02,8.38,,,9.47826086956521,3.3091304347826,35,15.7
32.71,29.27,6.12,7.06,,,8.62958333333333,2.92916666666666,40.3,15.6
34.68,31.25,5.11,5.78,,,6.36708333333333,2.54416666666666,20.5,13
38.81,35.72,3.5,3.96,,,8.32,3.29416666666666,22.6,15
41.45,39.02,2.71,3.11,,,6.77826086956521,2.9791304347826,24.6,15.8
42.59,40.19,2.18,2.7,,,8.07041666666666,3.19833333333333,,
44.32,41.87,1.53,2.06,,,8.24541666666666,3.40416666666666,22,17.8
47.29,45.45,0.55,0.81,,,10.3716666666666,4.07583333333333,26.3,19.9
49.82,48.37,-0.34,-0.13,,,11.8643478260869,4.77130434782608,24.4,20.6
50.47,49.2,-0.62,-0.47,,,10.6925,4.01166666666666,19.5,18.2
52.32,51.27,-0.93,-0.81,,,8.80374999999999,3.68958333333333,19.5,17.5
53.62,52.62,-1.09,-0.98,,,9.94958333333333,3.95291666666666,16.6,16.1
54.5,53.56,-1.32,-1.11,,,7.77083333333333,3.20833333333333,17.4,15.5
52.67,51.66,-1.09,-0.87,,,7.9975,3.30291666666666,19.2,17.3
52.04,50.86,-1.22,-0.95,,,11.1366666666666,4.28375,28.9,21.4
51.81,50.49,-0.79,-0.51,,,16.9236363636363,6.06999999999999,50.2,26.9
47.85,42.61,1.3,3.61,,,14.5386956521739,5.33521739130434,46.1,26.2
42.1,34.51,3.64,6.08,,,15.8870833333333,6.13375,55.4,25.9
35.17,26.21,5.87,8.98,,,15.82,7.14,47.5,23
29.38,21.52,7.82,11.34,,,14.1960869565217,6.4495652173913,46.2,20.7
26,19.98,9.5,12.74,,,10.8504347826086,5.25608695652173,43.1,18
24.45,19.7,10.83,13.24,,,10.4725,4.37375,43,17.4
24.17,20.63,11.94,13.58,,,10.0873913043478,4.13173913043478,35.6,16.4
24.29,21.39,12.69,13.82,,,7.79428571428571,3.44761904761904,47.3,17
26.54,24.75,12.9,13.41,,,8.9525,3.99958333333333,41.1,17.6
28.72,28.08,12.69,12.76,,,10.8616666666666,4.40833333333333,52.1,19.6
32.46,32.27,11.44,11.69,,,15.5129166666666,6.04125,74.3,25.2
38.02,38.04,9.67,10.21,,,25.7558333333333,8.97291666666666,101.9,34.6
41.37,41.93,9.25,9.49,,,29.735652173913,10.7908695652173,90.1,36.8
42.16,42.64,9,9.07,,,27.900909090909,11.790909090909,82.7,37.3
42.31,42.93,8.87,8.61,,,24.6154166666666,11.3308333333333,57.3,32.6
44.02,42.01,8.79,9.47,,,30.0591666666666,13.2020833333333,60.3,35.5
46.06,43.2,7.95,9.04,,,34.8970833333333,15.3008333333333,67.6,40.6
49.69,47.49,6.7,7.6,,,32.7791666666666,14.91875,49.6,37.4
52.09,50.3,5.73,6.44,,,67.0747826086956,19.5417391304347,,
55.58,54.67,4.68,5.54,,,30.9522727272727,14.5754545454545,49.4,36.6
58.34,59,4,4.47,,,36.1383333333333,16.2116666666666,54.5,39.8
60.89,61.15,3.54,4.23,,,44.3570833333333,18.5725,86.2,47
63.78,64.07,2.88,3.81,,,55.5308333333333,19.98625,128,56.6
64.9,64.25,3.48,4.34,,,53.34375,20.29125,124.3,56
61.18,53.18,6.1,10.25,,,50.4175,20.6425,113.1,56.9
57.53,45.31,8.71,13.34,,,42.9245833333333,19.5829166666666,120.3,51.7
57.18,42.97,9.69,14.84,,,35.2745833333333,15.8983333333333,159.6,46.9
56.51,41.28,10.44,15.87,,,33.0386956521739,11.6073913043478,166.8,41
55.38,40.08,11.33,16.81,,,22.8629166666666,11.0083333333333,117.6,36.3
52.53,37.55,12.45,17.83,,,24.8883333333333,8.87916666666666,105.6,33.4
47.38,36.11,13.53,17.41,,,37.6528571428571,7.90071428571428,87.6,27.2
42.59,35.79,14.5,16.94,,,22.8260869565217,6.63260869565217,93.9,29
42.59,38.7,14.61,15.36,,,19.455,7.5075,89.9,31.2
48.01,45.65,13.2,13.46,,,24.2995833333333,9.375,103.3,37.2
52.2,50.29,11.74,11.7,,,26.6086956521739,10.5065217391304,100.2,38
58.06,55.95,9.43,9.52,,,26.1808333333333,9.25,109.5,39.1
64.03,61.62,7.52,8,,,32.7624999999999,10.3679166666666,119.5,44.9
67.59,64.95,6.28,7.27,,,36.5845833333333,12.35,124,49.1
71.51,69.08,5.41,5.87,,,61.7295833333333,22.5275,132.8,65.5
73.05,70.61,6.36,6.79,,,57.5275,26.185,96.5,60
73,70.67,6.47,6.8,,,63.9429166666666,28.1516666666666,115.9,66.7
75.98,72.39,5.64,5.99,,,58.4504347826086,27.851304347826,83,58.5
76.01,74.22,6.07,6.52,,,50.4465217391304,25.1378260869565,78,53.7
76.82,74.56,5.38,5.5,99.9,9.3,48.165,23.23875,72.8,50.2
78.43,76.02,4.32,4.73,,,48.6272727272727,23.6081818181818,62.8,48.7
79.25,77.17,3.75,3.96,,,54.9025,29.3225,59.8,52.3
80.85,78.22,3.4,3.59,,,61.2939130434782,32.59,63.9,54.4
82.12,79.75,4.82,4.83,,,63.2675,34.2204166666666,69.3,57.1
76.66,73.43,9.08,10.11,,,63.33,33.4685714285714,78.3,60.4
68.8,55.18,11.25,15.49,,,47.4429166666666,28.715,85.9,56.4
59.5,44.57,13.13,17.68,,,35.2295833333333,22.2316666666666,95.6,45.4
50.58,36.7,14.46,19.67,,,28.5726086956521,15.4508695652173,84.6,34
47.07,35.82,15.33,19.39,,,22.13875,13.9874999999999,70.1,30.8
45.98,35.68,16.43,20.3,,,23.985652173913,13.6239130434782,61.5,31.6
42.41,34.38,17.5,20.26,,,24.4433333333333,13.2408333333333,68.9,32.4
36.84,31.88,18.41,19.78,,,21.9008333333333,10.9724999999999,61.6,27.8
34.83,33.21,18.2,18.52,,,22.9404166666666,10.7516666666666,67,27.6
37.45,37.04,17.43,17.19,,,26.3152173913043,11.8299999999999,62.8,28.9
40.05,39.02,15.43,15.86,,,27.9479166666666,12.07125,84.9,31.8
44.17,43.13,13.62,14.25,,,37.3486363636363,14.7804545454545,95,38.7
48.54,47.36,12.33,12.71,,,44.5247619047619,18.8085714285714,119.8,50.6
49.97,49.2,12.43,12.95,,,48.6683333333333,21.0729166666666,90.4,46.5
50.71,50.55,12.34,12.54,,,41.9821739130434,21.565652173913,78,45.2
51.82,51.37,11.59,11.81,,,43.200909090909,21.8218181818181,67.7,43.4
57.63,55.64,9.49,9.7,,,40.1791666666666,20.23125,58.7,39.7
62.07,59.46,8.24,8.37,,,42.82,21.305,56.4,40
63.95,63.46,8.05,8.61,,,47.2321739130434,22.2665217391304,66.2,42.8
63.48,62.24,9.32,9.75,,,46.2904166666666,23.7416666666666,60.4,44.5
64.45,64.15,9.33,9.36,,,46.0608333333333,25.14,51.8,44.6
65.53,66.29,9.02,8.77,,,49.415,26.7783333333333,54.3,45.6
68.51,67.37,7.91,8.67,,,51.5554166666666,26.6233333333333,78.9,49
67.75,66.8,8.98,9.2,,,56.0933333333333,25.7562499999999,95,49
63.7,63.58,10.35,10.38,,,44.1171428571428,22.5157142857142,92.9,46.4
58.76,58.61,12.12,11.98,,,38.6816666666666,19.7270833333333,78.4,41.4
55.91,55.99,13.35,12.88,,,39.4545833333333,20.665,76.8,42.7
55.37,56.52,13.65,13.14,,,35.0354545454545,19.1290909090909,82.3,41.8
54,55.58,14.67,13.88,,,36.74125,20.3541666666666,77.2,41.5
53.76,55.63,15.32,14.39,,,34.6216666666666,19.5070833333333,78.2,42.6
53.71,55.77,15.45,14.63,,,32.6220833333333,18.1483333333333,67.5,39.3
53.52,55.9,15.81,14.88,,,31.3149999999999,18.3445833333333,62.3,38
52.76,55.12,16.09,15.22,,,23.2686363636363,12.1318181818181,74.2,33
56.33,56.38,14.58,14.58,,,24.0058333333333,12.3508333333333,69.8,34.1
61.36,61.03,13.74,13.83,,,27.1320833333333,15.025,70,37
70.33,69.41,12.36,12.55,,,23.0331818181818,14.9,35.7,29.9
75.68,76.36,10.49,10.45,,,8.58208333333333,5.7775,16.3,15.5
79.23,78.06,9.75,9.9,,,12.325,7.64041666666666,20.2,18.9
70.92,69.67,8.62,8.76,,,8.34041666666666,4.20041666666666,18,15.2
69.18,68.56,8.36,8.39,,,7.7740909090909,3.17227272727272,18.2,13.3
68.05,67.6,8.25,8.26,,,9.30391304347826,3.63869565217391,22.5,14.3
69.47,68.91,8.03,8.06,,,9.06045454545454,3.28590909090909,17.2,13.2
61.46,61.28,7.75,7.84,,,6.50363636363636,2.32863636363636,13.2,10.9
57.85,58.93,7.32,7.33,,,8.1847619047619,3.12047619047619,14.7,12.5
62.67,62.37,6.91,6.91,,,11.907619047619,4.92238095238095,15.9,15.2
67.86,66.85,6.19,6.28,,,12.685909090909,5.62727272727272,18.9,16.5
68.85,68.6,5.17,5.14,,,10.2334782608695,4.22391304347826,21.6,15.6
72.61,71.25,4.88,5.09,,,10.6579166666666,3.56583333333333,28.1,16.3
64.41,56.48,6.86,11.13,,,11.6177272727272,3.41499999999999,38.8,18
54.98,44.02,7.82,11.99,,,12.8408333333333,3.60791666666666,74.7,19.6
39.77,33.7,9.94,11.87,,,12.3379166666666,3.21541666666666,64.7,18.2
36.88,33.49,11.79,12.63,,,9.20043478260869,3.2691304347826,55.8,17.2
36.2,35.32,13.03,12.29,,,8.90652173913043,2.98999999999999,54.1,16.3
36.83,36.87,12.65,12.14,,,8.25791666666666,2.44625,48.7,14.8
38.72,38.98,12.31,11.6,,,11.1329166666666,2.91166666666666,59.4,17.3
41.56,41.49,11.88,11.58,,,13.5929166666666,3.7975,91.2,25
41.85,41.82,11.67,11.35,,,13.8595652173913,3.74739130434782,94,25.8
42.67,43.1,11.17,10.76,,,12.8904761904761,3.1895238095238,70.6,19.9
44.9,45.07,10.3,10.06,,,12.7566666666666,3.52458333333333,72.2,20.9
47.81,47.29,9.28,9.32,,,10.9826086956521,4.08391304347826,37.5,17.8
49.02,49.22,8.65,8.52,,,13.3004166666666,5.20791666666666,48.9,21.7
51.86,52.43,8.23,7.73,,,18.2883333333333,6.79583333333333,49,24.4
53.91,54.43,7.97,7.78,,,18.8045833333333,8.21625,47.4,25.9
54.71,54.64,7.62,7.52,,,19.5186956521739,8.17304347826086,37.1,24.4
,55.91,,6.76,,,15.0304166666666,5.85208333333333,30.2,18.6
,59.08,,6.05,,,12.9945454545454,4.74136363636363,24.6,17.5
,63.12,,5.34,,,11.88,3.61541666666666,25.2,15
,67.64,,4.81,,,9.06695652173913,3.39739130434782,15.8,13.4
,70.8,,4.54,,,6.27,1.99636363636363,12.6,11.4
,73.04,,4.04,,,6.41625,2.57875,12.9,11.5
,75.28,,3.74,,,6.22208333333333,2.50125,15,12.5
,73.52,,3.94,,,7.95291666666666,3.13166666666666,16.6,13.6
,65.27,,5.1,,,6.24125,2.35875,56.9,17.1
,57.84,,5.64,,,5.77916666666666,1.26833333333333,37.6,12.3
,53.18,,6.83,,,5.96791666666666,1.49583333333333,28.9,11.4
49.23,44.91,6.88,8.47,,,5.1990909090909,1.42590909090909,42,13.2
47.38,42.8,6.72,8.17,,,3.99458333333333,1.26,37.2,12.8
43.81,40.49,6.9,7.66,,,3.80625,1.13708333333333,24.3,9.5
40.99,39.98,7.16,6.99,,,3.70208333333333,1.15291666666666,32.3,11.6
43.12,42.6,6.21,6.13,,,4.46249999999999,1.27375,35.6,11.9
47.34,46.71,5.25,5.2,,,3.65304347826086,1.23869565217391,34.7,13.9
45.91,45.17,4.58,4.64,94.9,5.1,4.94090909090909,1.29727272727272,35.1,12.3
42.6,41.17,3.93,4.02,,,4.93791666666666,1.62375,22.5,11.4
44.68,43.64,2.81,3.06,,,6.13695652173913,2.15434782608695,32.7,13.6
43.97,42.86,2.06,2.33,,,8.62045454545454,3.08863636363636,40.4,16.8
44.47,43.53,1.81,2.05,,,10.3741666666666,3.49625,43.2,19.1
46.72,45.95,1.34,1.54,,,8.65083333333333,3.33833333333333,30.7,17.1
51.39,50.53,0.75,1.04,,,7.82090909090909,3.01136363636363,24.8,14.8
55.42,54.83,0.35,0.59,,,8.41208333333333,3.01041666666666,24.6,14.7
59.18,58.44,-0.08,0.13,,,9.18478260869565,3.99565217391304,22.4,16.6
62.98,62.2,-0.19,-0.01,,,8.5295238095238,4.09714285714285,19.7,16
66.86,66.52,-0.44,-0.3,,,7.08875,2.86999999999999,14.4,12.9
67.2,66.25,-0.33,-0.08,,,4.66791666666666,2.11458333333333,26.5,16.5
59.72,58.8,-0.26,-0.01,,,3.72227272727272,1.70227272727272,12.2,10.8
58.14,56.82,-0.72,-0.44,,,5.32666666666666,2.08458333333333,16.9,12.4
54.55,52.26,-0.55,-0.01,,,4.02571428571428,1.63380952380952,15.6,11.6
48.2,41.21,0.08,2.58,,,2.84714285714285,1.39714285714285,17.7,11.2
43.67,35.61,0.71,3.78,70.5,11.1,3.22095238095238,1.27761904761904,24.4,11.6
42.27,34.22,1.29,4.39,,,2.50541666666666,1.30208333333333,27.4,11.6
42.98,38.35,2.4,3.63,,,2.51375,1.13625,20.6,10.6
40.43,36.47,2.65,4.09,,,2.72272727272727,1.21136363636363,24.6,10.6
35.71,31.73,3.08,4.66,,,2.79125,1.07791666666666,25.1,10.4
31.22,27.75,3.78,4.92,,,3.69478260869565,1.15521739130434,49.8,12.3
30.45,28.1,3.95,4.64,,,2.85333333333333,0.956666666666666,45,12.8
28.88,26.98,4.11,4.32,,,2.13125,0.84875,32.8,10.1
29.82,27.94,3.43,3.67,,,2.97083333333333,0.94375,26.6,10
31.97,30.21,2.74,3.04,,,2.82739130434782,0.903043478260869,24.2,9.6
35.25,33.34,1.64,2.12,,,3.01125,1.2625,23.5,10.4
37.73,35.69,0.9,1.41,,,4.5490909090909,1.79045454545454,29.8,13.4
38.38,36.26,0.33,0.86,,,5.73842105263157,2.17684210526315,24.1,12.8
39.96,37.89,-0.23,0.27,,,6.5795652173913,2.57260869565217,22.4,13.6
42.09,40.18,-0.8,-0.32,,,6.70761904761904,2.52571428571428,21.3,13.9
44.12,42.48,-1.25,-0.82,,,5.89166666666666,2.37,18.2,12.6
45.35,43.46,-1.57,-1.1,,,6.59181818181818,2.74136363636363,15.5,13.3
47.52,45.83,-2.08,-1.67,,,5.8485,2.5435,15.2,13
48.43,46.72,-2.35,-1.94,,,5.61190476190476,2.34285714285714,13.4,12.3
50.47,49.08,-2.84,-2.5,,,5.33809523809523,2.22571428571428,14,12.2
51.88,50.62,-3.2,-2.88,,,4.95095238095238,2.0047619047619,16.7,12.4
53.45,52.22,-3.51,-3.18,,,6.53904761904761,2.40571428571428,23.4,14
52.74,51.38,-2.81,-2.41,,,7.813,2.68,25.7,14.8
47.71,40.53,-1.19,1.61,,,5.94619047619047,2.48142857142857,29.6,15.5
42.98,35.43,0.48,4.01,,,7.8285,3.413,33.5,16
36.61,28.45,1.78,6.43,,,5.61136363636363,2.58636363636363,38.5,14.8
31.68,25.79,2.35,5.96,,,2.71739130434782,1.28086956521739,28.4,11
30.25,23.85,3.09,7.28,,,2.78681818181818,1.525,23.3,11.7
28.22,22.37,3.64,8.2,,,3.58739130434782,1.9695652173913,27,14.8
27.28,22.18,4.13,7.69,,,3.45727272727272,2.04590909090909,26.4,15.3
26.21,22.47,4.77,7.58,,,3.7340909090909,2.02954545454545,23.4,15.3
26.7,24.17,4.72,5.69,,,4.02166666666666,2.295,24.3,15.6
27.8,26.67,3.92,4.15,,,5.43052631578947,2.47368421052631,28.3,15.9
29.5,28.61,3.11,3.17,,,4.49578947368421,2.29105263157894,24.9,15.2
32.44,31.38,1.72,1.92,,,6.68285714285714,2.82095238095238,27.6,16.1
34.74,33.31,1.05,1.38,,,11.4240909090909,5.27818181818181,38.5,23
36.46,35.6,0.47,0.59,,,27.7486363636363,11.4740909090909,50.7,37
38.15,37.8,-0.16,-0.21,,,31.1752173913043,13.1173913043478,54.8,40.2
39.77,39.52,-0.75,-0.8,,,30.6240909090909,12.5863636363636,48.1,38.8
42.34,41.98,-1.7,-1.66,,,23.3330434782608,9.58304347826086,42,33.5
44.44,43.3,-2.42,-2.2,,,26.6255,10.4424999999999,39.8,33
45.98,47.38,-2.91,-3.15,,,18.5760869565217,7.66391304347826,31.7,27.3
48.87,50.9,-3.69,-3.87,,,14.8028571428571,6.23809523809523,27,23.7
51.79,53.36,-4.09,-4.5,,,13.611304347826,5.66217391304347,25.7,22.3
53.44,54.53,-4.44,-4.82,,,14.2709523809523,5.84238095238095,29,23.4
55.6,55.8,-4.89,-5.16,,,15.470909090909,6.12681818181818,32.8,24.8
52.88,54.63,-2.56,-2.84,,,15.8286956521739,6.28782608695652,33.3,25.7
48.79,42.02,-0.8,4.28,,,20.3254999999999,7.927,45.6,31.2
,29.99,,8.3,,,8.62095238095238,4.33857142857142,42.1,21.3
32.02,24.59,3.26,9.03,,,4.99047619047619,2.51190476190476,28.5,14.6
31.46,23.21,3.6,9.65,,,5.8847619047619,2.89380952380952,24.1,13.6
30.72,22.09,4.13,10.07,,,5.82095238095238,2.89619047619047,28.2,14
29.31,21.36,4.75,10.21,,,4.65458333333333,2.03458333333333,27.6,14.2
28.15,21.61,5.4,9.32,,,4.71526315789473,2.2078947368421,27.4,13.6
26.25,21.53,6.36,9.65,,,4.88157894736842,2.14894736842105,30,14.3
26.01,23.28,6.49,7.58,,,4.29318181818181,2.04181818181818,29.3,14.8
27.46,25.93,5.54,5.79,,,5.67428571428571,2.51761904761904,27.6,14.2
28.61,28.04,4.93,4.69,,,5.7040909090909,2.40318181818181,34.4,17.5
31.91,31.45,3.6,3.29,,,7.86363636363636,3.4,33.8,17.5
36.19,36.86,1.71,1.07,,,9.99045454545454,4.18045454545454,33.7,19.4
40.23,40.75,-0.04,-0.04,,,25.0040909090909,10.6918181818181,57.1,33.5
44.9,43.76,-1.26,-1.14,,,31.2438095238095,13.0171428571428,67.6,40.6
48.17,45.31,-1.9,-1.47,,,26.6079999999999,10.9675,57.8,36
50.75,48.73,-2.54,-2.22,,,32.4019047619047,13.5347619047619,58.7,40
53.12,51,-2.82,-2.69,,,36.6505,15.0384999999999,57.5,43.8
54.71,50.66,-3.4,-3.12,,,33.885238095238,13.7042857142857,48.4,41.4
56.54,54.29,-4.08,-4,,,31.6594999999999,12.9824999999999,43.4,38.4
57.41,55.11,-4.2,-4.37,,,31.120909090909,12.5331818181818,42.7,39.1
55.37,56.86,-3.4,-4.2,,,22.3735,9.6695,40.2,33.5
54.96,56.2,-3.38,-3.93,,,20.0616666666666,8.32583333333333,38,29.7
51.9,53.1,-1.79,-1.66,,,18.3740909090909,7.75863636363636,45.8,30.1
47.32,41.12,0.86,6,,,19.7986363636363,8.075,51,32.3
38.45,28,4.32,10.51,,,18.3645,9.241,47.3,29
32.26,22.09,5.09,11.29,,,10.1433333333333,5.92523809523809,33.8,20.5
30.38,21.82,5.39,10.89,,,10.0291304347826,5.10130434782608,34.9,19.2
27.55,20.31,6.14,11.49,57.1,18.4,7.535,4.095,31.6,17
25.2,18.8,6.95,11.89,,,6.46416666666666,2.95125,31,16.1
24.11,17.91,7.53,11.94,,,5.66217391304347,2.51217391304347,27.9,15
,18.86,,11.73,,,5.63130434782608,2.69521739130434,29.5,15.9
22.69,20.32,8.33,9.79,,,5.37,2.47541666666666,31.6,15.3
23.94,22.4,7.85,8.1,,,6.21347826086956,2.65,29.1,15
25.16,24.11,7.17,7.05,,,6.30125,2.83125,33,15.9
27.97,26.99,5.59,5.38,,,9.68625,4.34125,35.6,19.4
32.45,32.2,4.12,3.32,,,13.9560869565217,6.10086956521739,41.6,24.1
36.38,36,2.83,2.18,,,21.1878260869565,9.18652173913043,49.8,32.9
38.79,38.98,2.04,1.58,,,28.7333333333333,11.67375,54.1,37.8
40.31,39.46,1.57,1.46,,,20.4547826086956,8.79043478260869,44.9,35.8
41.8,41.04,0.89,0.94,,,24.0766666666666,10.0187499999999,43.6,34.7
43.18,45.06,0.37,-0.19,,,23.6895454545454,10.1749999999999,40.2,34.6
43.52,47.1,0.25,-0.48,,,23.7243478260869,9.96826086956521,41.2,35.6
43.88,46.06,0.11,-0.14,,,21.3204347826086,9.41434782608695,37.8,33
43.12,43.92,0.46,0.35,,,18.4260869565217,8.56130434782608,38.8,33.5
42.43,42.39,1.02,1.04,,,16.7543478260869,7.92086956521739,36.7,31.5
42.12,42.61,0.89,0.72,,,18.335,8.31,43.8,33
41.64,42.56,1.59,1.52,,,18.81,8.3532,48.3,33.6
38.23,37.41,3.7,4.54,,,16.5873913043478,8.03652173913043,52.1,33.2
33.46,32.31,6.51,7.7,,,16.2691304347826,8.02782608695652,60.5,32.6
28.9,24.72,8.89,11.6,,,14.1727272727272,7.65045454545454,49.3,27.7
25.41,22.49,10.4,12.34,,,10.7145833333333,5.82916666666666,44.8,25
24.05,18.96,11.09,15.39,,,9.76285714285714,5.2047619047619,41,22.1
24.15,18.52,11.28,15.69,,,9.34291666666666,4.8025,48.1,23.6
24.91,20.03,11.87,15.07,,,10.0466666666666,5.35708333333333,47.2,24.9
25.27,21.6,12.72,14.73,,,9.15391304347826,5.22347826086956,42.6,24.3
24.25,22.93,13.27,13.47,,,10.5741666666666,6.04208333333333,45.9,26.7
24.97,24.29,12.46,12.24,,,10.6204166666666,6.08291666666666,44.5,27.4
